Date,inflation
2016-04-29,0.05685936139759651
2016-05-31,0.04855459392035044
2016-06-30,0.03940418471440932
2016-07-29,-0.01937998454255041
2016-08-31,0.010987547446227985
2016-09-30,0.02884087620378395
2016-10-31,0.014983199900445499
2016-11-30,-0.01867664301013905
2016-12-30,0.003950283961239087
2017-01-31,0.06993683837925602
2017-02-28,0.03774337092182378
2017-03-31,0.009751592033735434
2017-04-28,0.03558987840946237
2017-05-31,0.010222720980332056
2017-06-30,0.010885133199656671
2017-07-31,-0.008275016183434847
2017-08-31,0.03595406324282191
2017-09-29,0.06351891181917235
2017-10-31,-0.0075633082169832555
2017-11-30,0.0003085697117182207
2017-12-29,-0.00706444069117973
2018-01-31,0.06535613160599407
2018-02-28,0.05441623490402048
2018-03-30,0.027157693204945765
2018-04-30,0.0476754856505357
2018-05-31,0.049933113398105355
2018-06-29,0.01912301117101123
2018-07-31,0.0007948620119568872
2018-08-31,0.006660502478481156
2018-09-28,0.013933222739591855
2018-10-31,0.021232646648877918
2018-11-30,-0.040235924026972736
2018-12-31,-0.03827325322652442
2019-01-31,0.022849276625601433
2019-02-28,0.05072034184905494
2019-03-29,0.06771755035631077
2019-04-30,0.06350815586025416
2019-05-31,0.025567369076966884
2019-06-28,0.002393311242566476
2019-07-31,0.020018480602534083
2019-08-30,-0.0005933088810277098
2019-09-30,0.009415340655508864
2019-10-31,0.02744378107382861
2019-11-29,-0.006428891094117706
2019-12-31,-0.010917841039765008
2020-01-31,0.04656389284744833
2020-02-28,0.032889560644331794
2020-03-31,-0.026125133245406662
2020-04-30,-0.08023807583817355
2020-05-29,0.00023436615023619822
2020-06-30,0.06563686455463635
2020-07-31,0.06071130276013381
2020-08-31,0.03783279563796782
2020-09-30,0.016722343594068434
2020-10-30,0.0049866356113517085
2020-11-30,-0.0073383862729627936
2020-12-31,0.011268313896434456
2021-01-29,0.05107508622092727
