Date,Open,High,Low,Close,Adj Close,Volume
1994-08-01,3764.500000,3939.320068,3736.330078,3913.419922,3913.419922,6251700
1994-09-01,3913.100098,3992.639893,3820.310059,3843.189941,3843.189941,5914500
1994-10-01,3843.199951,3949.840088,3747.969971,3908.120117,3908.120117,6362500
1994-11-01,3907.780029,3907.780029,3638.629883,3739.229980,3739.229980,6132700
1994-12-01,3739.199951,3866.399902,3655.110107,3834.439941,3834.439941,5436100
1995-01-01,3834.399902,3936.719971,3817.260010,3843.860107,3843.860107,6157600
1995-02-01,3843.899902,4021.229980,3831.409912,4011.050049,4011.050049,5760900
1995-03-01,4011.100098,4198.839844,3945.689941,4157.689941,4157.689941,7025400
1995-04-01,4157.700195,4328.529785,4155.959961,4321.270020,4321.270020,5475700
1995-05-01,4321.299805,4465.140137,4301.560059,4465.140137,4465.140137,6899400
1995-06-01,4465.100098,4593.100098,4406.689941,4556.100098,4556.100098,6415200
1995-07-01,4556.100098,4747.209961,4551.250000,4708.470215,4708.470215,6655800
1995-08-01,4708.500000,4754.959961,4570.850098,4610.560059,4610.560059,6230300
1995-09-01,4610.200195,4816.540039,4607.029785,4789.080078,4789.080078,7071900
1995-10-01,4789.799805,4816.899902,4659.740234,4755.479980,4755.479980,6855700
1995-11-01,4753.700195,5118.930176,4744.640137,5074.490234,5074.490234,5989700
1995-12-01,5075.600098,5235.620117,5051.729980,5117.120117,5117.120117,6011600
1996-01-01,5115.700195,5408.669922,5014.520020,5395.299805,5395.299805,8510300
1996-02-01,5394.899902,5659.399902,5348.339844,5485.620117,5485.620117,7691300
1996-03-01,5488.200195,5709.970215,5424.200195,5587.140137,5587.140137,8310700
1996-04-01,5588.600098,5697.689941,5415.529785,5569.080078,5569.080078,7565300
1996-05-01,5567.600098,5796.100098,5342.200195,5643.180176,5643.180176,8019000
1996-06-01,5643.899902,5742.540039,5580.379883,5654.629883,5654.629883,6477900
1996-07-01,5654.600098,5733.310059,5182.319824,5528.910156,5528.910156,7818500
1996-08-01,5528.899902,5739.020020,5524.100098,5616.209961,5616.209961,6158200
1996-09-01,5611.799805,5929.890137,5561.459961,5882.169922,5882.169922,6493200
1996-10-01,5878.399902,6133.729980,5861.669922,6029.379883,6029.379883,7662600
1996-11-01,6027.100098,6589.529785,5998.819824,6521.700195,6521.700195,7415600
1996-12-01,6520.600098,6587.049805,6236.049805,6448.270020,6448.270020,7811800
1997-01-01,6447.500000,6906.600098,6352.830078,6813.089844,6813.089844,10039200
1997-02-01,6810.799805,7073.620117,6710.720215,6877.740234,6877.740234,7659000
1997-03-01,6874.299805,7112.100098,6561.200195,6583.479980,6583.479980,9622300
1997-04-01,6583.500000,7057.549805,6356.779785,7009.000000,7009.000000,10989300
1997-05-01,7008.990234,7394.950195,6913.470215,7331.000000,7331.000000,10466000
1997-06-01,7331.000000,7834.060059,7253.779785,7672.799805,7672.799805,10867400
1997-07-01,7678.000000,8282.769531,7667.359863,8222.599609,8222.599609,12652800
1997-08-01,8222.799805,8299.490234,7606.859863,7622.399902,7622.399902,11231900
1997-09-01,7631.700195,8035.629883,7580.850098,7945.299805,7945.299805,12125500
1997-10-01,7948.500000,8184.700195,6971.069824,7442.100098,7442.100098,16050300
1997-11-01,7445.799805,7881.069824,7349.990234,7823.100098,7823.100098,10682900
1997-12-01,7825.120117,8166.290039,7576.930176,7908.299805,7908.299805,11560600
1998-01-01,7910.200195,8035.540039,7443.410156,7906.500000,7906.500000,13242600
1998-02-01,7909.990234,8566.889648,7909.990234,8545.719727,8545.719727,10314800
1998-03-01,8544.469727,8959.240234,8405.719727,8799.809570,8799.809570,11918800
1998-04-01,8801.559570,9213.330078,8748.740234,9063.370117,9063.370117,13879600
1998-05-01,9066.610352,9261.910156,8788.099609,8899.950195,8899.950195,10752400
1998-06-01,8900.950195,9104.719727,8569.879883,8952.019531,8952.019531,12875700
1998-07-01,8958.990234,9367.839844,8816.089844,8883.290039,8883.290039,14136700
1998-08-01,8883.290039,8886.120117,7539.069824,7539.069824,7539.069824,16416600
1998-09-01,7545.759766,8182.470215,7400.299805,7842.620117,7842.620117,18971400
1998-10-01,7841.330078,8659.809570,7467.490234,8592.099609,8592.099609,19163300
1998-11-01,8595.700195,9380.200195,8595.700195,9116.549805,9116.549805,13890300
1998-12-01,9116.549805,9334.879883,8676.030273,9181.429688,9181.429688,15075200
1999-01-01,9184.009766,9647.959961,9063.259766,9358.830078,9358.830078,17464900
1999-02-01,9359.599609,9611.330078,9099.040039,9306.580078,9306.580078,15452200
1999-03-01,9307.389648,10085.309570,9211.230469,9786.160156,9786.160156,19930400
1999-04-01,9786.440430,10961.709961,9765.629883,10789.040039,10789.040039,20965000
1999-05-01,10789.040039,11130.669922,10434.259766,10559.740234,10559.740234,18426200
1999-06-01,10561.009766,11003.410156,10409.139648,10970.799805,10970.799805,17669900
1999-07-01,10966.049805,11252.269531,10647.860352,10655.150391,10655.150391,16721900
1999-08-01,10654.830078,11365.929688,10549.080078,10829.280273,10829.280273,18577600
1999-09-01,10828.440430,11142.410156,10081.129883,10336.950195,10336.950195,17519100
1999-10-01,10335.690430,10790.019531,9976.019531,10729.860352,10729.860352,22030300
1999-11-01,10730.780273,11112.769531,10536.269531,10877.809570,10877.809570,32508900
1999-12-01,10876.469727,11568.769531,10859.650391,11497.120117,11497.120117,31661500
2000-01-01,11501.849609,11750.280273,10701.639648,10940.530273,10940.530273,38545300
2000-02-01,10937.740234,11118.929688,9836.059570,10128.309570,10128.309570,36611200
2000-03-01,10128.110352,11234.650391,9731.809570,10921.919922,10921.919922,47546300
2000-04-01,10863.280273,11425.450195,10201.530273,10733.910156,10733.910156,40497500
2000-05-01,10749.419922,10971.240234,10258.809570,10522.330078,10522.330078,38169800
2000-06-01,10532.269531,10863.000000,10335.459961,10447.889648,10447.889648,38235900
2000-07-01,10450.360352,10874.629883,10393.089844,10521.980469,10521.980469,32488800
2000-08-01,10523.809570,11319.059570,10516.759766,11215.099609,11215.099609,36207300
2000-09-01,11219.540039,11401.190430,10567.320313,10650.919922,10650.919922,46399300
2000-10-01,10659.059570,10995.410156,9654.639648,10971.139648,10971.139648,62548200
2000-11-01,10966.209961,11006.500000,10292.389648,10414.490234,10414.490234,46803100
2000-12-01,10416.759766,10917.679688,10299.209961,10787.990234,10787.990234,52025800
2001-01-01,10790.919922,11028.000000,10468.040039,10887.360352,10887.360352,58259600
2001-02-01,10884.820313,11035.139648,10294.009766,10495.280273,10495.280273,41648200
2001-03-01,10493.250000,10859.500000,9106.540039,9878.780273,9878.780273,60864700
2001-04-01,9877.160156,10906.410156,9375.719727,10734.969727,10734.969727,52411000
2001-05-01,10734.049805,11350.049805,10673.219727,10911.940430,10911.940430,45181000
2001-06-01,10913.570313,11196.530273,10394.719727,10502.400391,10502.400391,49145000
2001-07-01,10504.950195,10679.120117,10120.889648,10522.809570,10522.809570,46058800
2001-08-01,10527.379883,10609.650391,9869.139648,9949.750000,9949.750000,40834000
2001-09-01,9946.980469,10182.379883,8062.339844,8847.559570,8847.559570,55550200
2001-10-01,8845.969727,9598.169922,8732.139648,9075.139648,9075.139648,57220300
2001-11-01,9087.450195,9992.790039,9014.459961,9851.559570,9851.559570,47225600
2001-12-01,9848.929688,10184.450195,9703.900391,10021.570313,10021.570313,43027100
2002-01-01,10021.709961,10300.150391,9529.459961,9920.000000,9920.000000,49557600
2002-02-01,9923.040039,10255.240234,9580.320313,10106.129883,10106.129883,46518900
2002-03-01,10111.040039,10673.099609,10111.040039,10403.940430,10403.940430,45897500
2002-04-01,10402.070313,10402.070313,9811.570313,9946.219727,9946.219727,51118600
2002-05-01,9944.900391,10353.429688,9802.230469,9925.250000,9925.250000,48008100
2002-06-01,9923.940430,9986.490234,8926.570313,9243.259766,9243.259766,57837200
2002-07-01,9239.250000,9410.379883,7532.660156,8736.589844,8736.589844,77146000
2002-08-01,8732.580078,9077.009766,8030.819824,8663.500000,8663.500000,55913500
2002-09-01,8659.269531,8726.900391,7460.779785,7591.930176,7591.930176,56018000
2002-10-01,7593.040039,8558.629883,7197.490234,8397.030273,8397.030273,74988500
2002-11-01,8395.639648,8950.330078,8298.679688,8896.089844,8896.089844,54103700
2002-12-01,8902.950195,9043.370117,8242.910156,8341.629883,8341.629883,46072000
2003-01-01,8342.379883,8869.290039,7917.160156,8053.810059,8053.810059,54266000
2003-02-01,8053.740234,8152.529785,7628.990234,7891.080078,7891.080078,44183200
2003-03-01,7890.240234,8522.179688,7416.640137,7992.129883,7992.129883,56162900
2003-04-01,7992.830078,8559.769531,7979.689941,8480.089844,8480.089844,51285900
2003-05-01,8478.480469,8868.330078,8340.230469,8850.259766,8850.259766,46862800
2003-06-01,8851.450195,9352.769531,8851.450195,8985.440430,8985.440430,49878500
2003-07-01,8983.660156,9361.400391,8871.200195,9233.799805,9233.799805,49113900
2003-08-01,9232.679688,9499.969727,8997.110352,9415.820313,9415.820313,38537600
2003-09-01,9416.669922,9686.080078,9230.469727,9275.059570,9275.059570,43854600
2003-10-01,9276.799805,9850.009766,9276.799805,9801.120117,9801.120117,48409700
2003-11-01,9802.459961,9903.570313,9585.500000,9782.459961,9782.459961,35485200
2003-12-01,9785.349609,10462.440430,9785.349609,10453.919922,10453.919922,42460800
2004-01-01,10452.740234,10705.179688,10367.410156,10488.070313,10488.070313,43805100
2004-02-01,10487.780273,10753.629883,10434.669922,10583.919922,10583.919922,38946400
2004-03-01,10582.250000,10695.549805,10007.490234,10357.700195,10357.700195,50096400
2004-04-01,10357.519531,10570.809570,10219.179688,10225.570313,10225.570313,45300000
2004-05-01,10227.269531,10386.320313,9852.190430,10188.450195,10188.450195,40168000
2004-06-01,10187.179688,10498.669922,10134.860352,10435.480469,10435.480469,41111100
2004-07-01,10434.000000,10448.089844,9913.919922,10139.709961,10139.709961,44521800
2004-08-01,10138.450195,10211.250000,9783.910156,10173.919922,10173.919922,37565500
2004-09-01,10170.120117,10363.360352,9977.919922,10080.269531,10080.269531,46383700
2004-10-01,10082.040039,10270.370117,9708.400391,10027.469727,10027.469727,52929200
2004-11-01,10028.730469,10602.849609,10010.150391,10428.019531,10428.019531,56666000
2004-12-01,10425.799805,10868.070313,10418.629883,10783.009766,10783.009766,57447300
2005-01-01,10783.750000,10867.389648,10368.610352,10489.940430,10489.940430,54249300
2005-02-01,10489.719727,10853.429688,10489.639648,10766.230469,10766.230469,50386000
2005-03-01,10769.040039,10984.459961,10396.240234,10503.759766,10503.759766,58201600
2005-04-01,10504.570313,10568.929688,10000.459961,10192.509766,10192.509766,58522400
2005-05-01,10192.000000,10560.809570,10075.549805,10467.480469,10467.480469,48430000
2005-06-01,10462.860352,10656.290039,10253.490234,10274.969727,10274.969727,50267300
2005-07-01,10273.589844,10717.730469,10175.400391,10640.910156,10640.910156,48212000
2005-08-01,10641.780273,10719.410156,10349.370117,10481.599609,10481.599609,50824000
2005-09-01,10481.440430,10701.809570,10350.959961,10568.700195,10568.700195,52293100
2005-10-01,10569.500000,10608.559570,10156.459961,10440.070313,10440.070313,58290600
2005-11-01,10440.070313,10959.790039,10388.759766,10805.870117,10805.870117,53857800
2005-12-01,10806.030273,10940.339844,10709.419922,10717.500000,10717.500000,52239100
2006-01-01,10718.299805,11047.759766,10661.150391,10864.860352,10864.860352,65522100
2006-02-01,10862.139648,11159.179688,10737.669922,10993.410156,10993.410156,57590900
2006-03-01,10993.250000,11334.959961,10922.730469,11109.320313,11109.320313,66801800
2006-04-01,11113.000000,11417.660156,11039.120117,11367.139648,11367.139648,55840200
2006-05-01,11367.780273,11670.190430,11030.469727,11168.309570,11168.309570,73605900
2006-06-01,11169.030273,11285.820313,10698.849609,11150.219727,11150.219727,69596600
2006-07-01,11149.339844,11257.080078,10683.320313,11185.679688,11185.679688,55486800
2006-08-01,11184.799805,11407.080078,11042.639648,11381.150391,11381.150391,46686500
2006-09-01,11382.750000,11741.990234,11323.839844,11679.070313,11679.070313,44948900
2006-10-01,11678.990234,12167.019531,11653.059570,12080.730469,12080.730469,56658200
2006-11-01,12080.250000,12361.000000,11965.309570,12221.929688,12221.929688,47228500
2006-12-01,12220.969727,12529.879883,12089.980469,12463.150391,12463.150391,43813100
2007-01-01,12459.540039,12657.019531,12337.370117,12621.690430,12621.690430,50754400
2007-02-01,12617.200195,12795.929688,12086.059570,12268.629883,12268.629883,43474200
2007-03-01,12268.629883,12511.049805,11939.610352,12354.349609,12354.349609,56331800
2007-04-01,12354.519531,13162.059570,12324.280273,13062.910156,13062.910156,48198100
2007-05-01,13062.750000,13673.070313,13041.299805,13627.639648,13627.639648,50398500
2007-06-01,13628.690430,13692.000000,13251.530273,13408.620117,13408.620117,52276200
2007-07-01,13409.599609,14021.950195,13199.790039,13211.990234,13211.990234,55120400
2007-08-01,13211.089844,13695.820313,12517.940430,13357.740234,13357.740234,61991200
2007-09-01,13358.389648,13924.809570,13021.929688,13895.629883,13895.629883,43283700
2007-10-01,13895.709961,14198.099609,13407.490234,13930.009766,13930.009766,50109200
2007-11-01,13924.160156,13924.160156,12724.089844,13371.719727,13371.719727,59802300
2007-12-01,13368.219727,13780.110352,13092.000000,13264.820313,13264.820313,43103200
2008-01-01,13261.820313,13279.540039,11634.820313,12650.360352,12650.360352,74598300
2008-02-01,12638.169922,12767.740234,12069.469727,12266.389648,12266.389648,57203600
2008-03-01,12264.360352,12622.070313,11731.599609,12262.889648,12262.889648,62290200
2008-04-01,12266.639648,13010.000000,12266.469727,12820.129883,12820.129883,50508400
2008-05-01,12818.339844,13136.690430,12442.589844,12638.320313,12638.320313,45307900
2008-06-01,12637.669922,12638.080078,11287.559570,11350.009766,11350.009766,53099500
2008-07-01,11344.639648,11698.169922,10827.709961,11378.019531,11378.019531,55515800
2008-08-01,11379.889648,11867.110352,11221.530273,11543.959961,11543.959961,35782100
2008-09-01,11545.629883,11790.169922,10365.450195,10850.660156,10850.660156,63023300
2008-10-01,10847.400391,10882.519531,7882.509766,9325.009766,9325.009766,83115800
2008-11-01,9326.040039,9653.950195,7449.379883,8829.040039,8829.040039,62628800
2008-12-01,8826.889648,9026.410156,8118.500000,8776.389648,8776.389648,57018700
2009-01-01,8772.250000,9088.059570,7909.029785,8000.859863,8000.859863,62619800
2009-02-01,8000.620117,8315.070313,7033.620117,7062.930176,7062.930176,71343600
2009-03-01,7056.479980,7931.330078,6469.950195,7608.919922,7608.919922,105610600
2009-04-01,7606.129883,8307.509766,7483.870117,8168.120117,8168.120117,77959000
2009-05-01,8167.410156,8591.929688,8099.310059,8500.330078,8500.330078,67343900
2009-06-01,8501.530273,8877.929688,8259.429688,8447.000000,8447.000000,55240800
2009-07-01,8447.530273,9246.429688,8087.189941,9171.610352,9171.610352,49023400
2009-08-01,9173.650391,9630.200195,9116.519531,9496.280273,9496.280273,40422100
2009-09-01,9492.320313,9917.990234,9252.929688,9712.280273,9712.280273,44784800
2009-10-01,9711.599609,10119.469727,9430.080078,9712.730469,9712.730469,51511500
2009-11-01,9712.129883,10495.610352,9678.950195,10344.839844,10344.839844,38135500
2009-12-01,10343.820313,10580.330078,10235.629883,10428.049805,10428.049805,41740400
2010-01-01,10430.690430,10729.889648,10043.750000,10067.330078,10067.330078,44247000
2010-02-01,10068.990234,10438.549805,9835.089844,10325.259766,10325.259766,42796600
2010-03-01,10326.099609,10955.480469,10326.099609,10856.629883,10856.629883,43885300
2010-04-01,10857.309570,11258.009766,10844.089844,11008.610352,11008.610352,42375500
2010-05-01,11009.599609,11177.669922,9774.480469,10136.629883,10136.629883,56056900
2010-06-01,10133.940430,10594.160156,9753.839844,9774.019531,9774.019531,49416800
2010-07-01,9773.269531,10584.990234,9614.320313,10465.940430,10465.940430,42433200
2010-08-01,10468.820313,10719.940430,9936.620117,10014.719727,10014.719727,41175500
2010-09-01,10016.009766,10948.879883,10016.009766,10788.049805,10788.049805,37649700
2010-10-01,10789.719727,11247.599609,10711.120117,11118.490234,11118.490234,37872500
2010-11-01,11120.299805,11451.530273,10929.280273,11006.019531,11006.019531,38081300
2010-12-01,11007.230469,11625.000000,11007.230469,11577.509766,11577.509766,32529000
2011-01-01,11577.429688,12020.519531,11573.870117,11891.929688,11891.929688,36817200
2011-02-01,11892.500000,12391.290039,11892.500000,12226.339844,12226.339844,32204800
2011-03-01,12226.490234,12383.459961,11555.480469,12319.730469,12319.730469,38518300
2011-04-01,12321.019531,12832.830078,12093.889648,12810.540039,12810.540039,33210900
2011-05-01,12810.160156,12876.000000,12309.519531,12569.790039,12569.790039,35780200
2011-06-01,12569.410156,12569.490234,11862.530273,12414.339844,12414.339844,38764600
2011-07-01,12414.339844,12753.889648,12083.450195,12143.240234,12143.240234,30924800
2011-08-01,12144.219727,12282.419922,10604.070313,11613.530273,11613.530273,62032300
2011-09-01,11613.299805,11716.839844,10597.139648,10913.379883,10913.379883,43965200
2011-10-01,10912.099609,12284.309570,10404.490234,11955.009766,11955.009766,39077300
2011-11-01,11951.530273,12187.509766,11231.429688,12045.679688,12045.679688,32631100
2011-12-01,12046.209961,12328.469727,11735.190430,12217.559570,12217.559570,30714800
2012-01-01,12221.190430,12841.950195,12221.190430,12632.910156,12632.910156,29810800
2012-02-01,12632.759766,13055.750000,12632.759766,12952.070313,12952.070313,27121700
2012-03-01,12952.290039,13289.080078,12734.860352,13212.040039,13212.040039,32033900
2012-04-01,13211.360352,13297.110352,12710.559570,13213.629883,13213.629883,25749000
2012-05-01,13214.160156,13338.660156,12311.559570,12393.450195,12393.450195,30500000
2012-06-01,12391.559570,12898.940430,12035.089844,12880.089844,12880.089844,29236700
2012-07-01,12879.709961,13128.639648,12492.250000,13008.679688,13008.679688,25781100
2012-08-01,13007.469727,13330.759766,12778.900391,13090.839844,13090.839844,22672800
2012-09-01,13092.150391,13653.240234,12977.089844,13437.129883,13437.129883,27012700
2012-10-01,13437.660156,13661.870117,13017.370117,13096.459961,13096.459961,24726000
2012-11-01,13099.190430,13290.750000,12471.490234,13025.580078,13025.580078,26839300
2012-12-01,13027.730469,13365.860352,12883.889648,13104.139648,13104.139648,26667500
2013-01-01,13104.299805,13969.990234,13104.299805,13860.580078,13860.580078,27866800
2013-02-01,13860.580078,14149.150391,13784.009766,14054.490234,14054.490234,24875800
2013-03-01,14054.490234,14585.099609,13937.599609,14578.540039,14578.540039,25463200
2013-04-01,14578.540039,14887.509766,14434.429688,14839.799805,14839.799805,29202300
2013-05-01,14839.799805,15542.400391,14687.049805,15115.570313,15115.570313,27715100
2013-06-01,15123.549805,15340.089844,14551.269531,14909.599609,14909.599609,29290400
2013-07-01,14911.599609,15634.320313,14858.929688,15499.540039,15499.540039,26231300
2013-08-01,15503.849609,15658.429688,14760.410156,14810.309570,14810.309570,23276600
2013-09-01,14801.549805,15709.580078,14777.480469,15129.669922,15129.669922,23715400
2013-10-01,15132.490234,15721.000000,14719.429688,15545.750000,15545.750000,22066200
2013-11-01,15558.009766,16174.509766,15522.179688,16086.410156,16086.410156,18202600
2013-12-01,16087.120117,16588.250000,15703.790039,16576.660156,16576.660156,20571600
2014-01-01,16572.169922,16573.070313,15617.549805,15698.849609,15698.849609,21770400
2014-02-01,15697.690430,16398.949219,15340.690430,16321.709961,16321.709961,20678200
2014-03-01,16321.709961,16505.699219,16046.990234,16457.660156,16457.660156,20959400
2014-04-01,16458.050781,16631.630859,16015.320313,16580.839844,16580.839844,19869600
2014-05-01,16580.259766,16735.509766,16341.299805,16717.169922,16717.169922,16431600
2014-06-01,16716.849609,16978.019531,16673.650391,16826.599609,16826.599609,17554800
2014-07-01,16828.529297,17151.560547,16563.300781,16563.300781,16563.300781,16908800
2014-08-01,16561.699219,17153.800781,16333.780273,17098.449219,17098.449219,14826000
2014-09-01,17097.419922,17350.640625,16934.429688,17042.900391,17042.900391,18705500
2014-10-01,17040.460938,17395.539063,15855.120117,17390.519531,17390.519531,29032400
2014-11-01,17390.900391,17894.830078,17278.359375,17828.240234,17828.240234,15164900
2014-12-01,17827.269531,18103.449219,17067.589844,17823.070313,17823.070313,22169000
2015-01-01,17823.070313,17951.779297,17136.300781,17164.949219,17164.949219,21732600
2015-02-01,17169.990234,18244.380859,17037.759766,18132.699219,18132.699219,17512500
2015-03-01,18134.050781,18288.630859,17579.269531,17776.119141,17776.119141,24704800
2015-04-01,17778.519531,18175.560547,17585.009766,17840.519531,17840.519531,21748800
2015-05-01,17859.269531,18351.359375,17733.119141,18010.679688,18010.679688,18324500
2015-06-01,18017.820313,18188.810547,17576.500000,17619.509766,17619.509766,22192400
2015-07-01,17638.119141,18137.119141,17399.169922,17689.859375,17689.859375,20342200
2015-08-01,17696.740234,17704.759766,15370.330078,16528.029297,16528.029297,27263400
2015-09-01,16528.029297,16933.429688,15942.370117,16284.700195,16284.700195,27240800
2015-10-01,16278.620117,17799.960938,16013.660156,17663.539063,17663.539063,26054700
2015-11-01,17672.619141,17977.849609,17210.429688,17719.919922,17719.919922,23346100
2015-12-01,17719.720703,17901.580078,17116.730469,17425.029297,17425.029297,25214400
2016-01-01,17405.480469,17405.480469,15450.559570,16466.300781,16466.300781,28440800
2016-02-01,16453.630859,16795.980469,15503.009766,16516.500000,16516.500000,24918100
2016-03-01,16545.669922,17790.109375,16545.669922,17685.089844,17685.089844,24077500
2016-04-01,17661.740234,18167.630859,17484.230469,17773.640625,17773.640625,20966500
2016-05-01,17783.779297,17934.609375,17331.070313,17787.199219,17787.199219,18790100
2016-06-01,17754.550781,18016.000000,17063.080078,17929.990234,17929.990234,23500200
2016-07-01,17924.240234,18622.009766,17713.449219,18432.240234,18432.240234,18165200
2016-08-01,18434.500000,18722.609375,18247.789063,18400.880859,18400.880859,16957500
2016-09-01,18396.570313,18551.539063,17992.210938,18308.150391,18308.150391,21011200
2016-10-01,18279.599609,18399.960938,17959.949219,18142.419922,18142.419922,17936900
2016-11-01,18158.240234,19225.289063,17883.560547,19123.580078,19123.580078,21077700
2016-12-01,19149.199219,19987.630859,19138.789063,19762.599609,19762.599609,59524700
2017-01-01,19872.859375,20125.580078,19677.939453,19864.089844,19864.089844,64829000
2017-02-01,19923.810547,20851.330078,19831.089844,20812.240234,20812.240234,61855800
2017-03-01,20957.289063,21169.109375,20412.800781,20663.220703,20663.220703,69419700
2017-04-01,20665.169922,21070.900391,20379.550781,20940.509766,20940.509766,53926300
2017-05-01,20962.730469,21112.320313,20553.449219,21008.650391,21008.650391,66135700
2017-06-01,21030.550781,21535.029297,20994.220703,21349.630859,21349.630859,72145900
2017-07-01,21392.300781,21929.800781,21279.300781,21891.119141,21891.119141,55697200
2017-08-01,21961.419922,22179.109375,21600.339844,21948.099609,21948.099609,61500600
2017-09-01,21981.769531,22419.509766,21709.630859,22405.089844,22405.089844,63421300
2017-10-01,22423.470703,23485.250000,22416.000000,23377.240234,23377.240234,73029100
2017-11-01,23442.900391,24327.820313,23242.750000,24272.349609,24272.349609,73356400
2017-12-01,24305.400391,24876.070313,23921.900391,24719.220703,24719.220703,65898900
2018-01-01,24809.349609,26616.710938,24741.699219,26149.390625,26149.390625,91169200
2018-02-01,26083.039063,26306.699219,23360.289063,25029.199219,25029.199219,94502500
2018-03-01,25024.039063,25449.150391,23509.060547,24103.109375,24103.109375,88730400
2018-04-01,24076.599609,24858.970703,23344.519531,24163.150391,24163.150391,80645500
2018-05-01,24117.289063,25086.490234,23531.310547,24415.839844,24415.839844,72780200
2018-06-01,24542.089844,25402.830078,23997.210938,24271.410156,24271.410156,74111100
2018-07-01,24161.529297,25587.240234,24077.560547,25415.189453,25415.189453,54085000
2018-08-01,25461.630859,26167.939453,24965.769531,25964.820313,25964.820313,56354100
2018-09-01,25916.070313,26769.160156,25754.320313,26458.310547,26458.310547,52625000
2018-10-01,26598.359375,26951.810547,24122.230469,25115.759766,25115.759766,83733500
2018-11-01,25142.080078,26277.820313,24268.740234,25538.460938,25538.460938,72269400
2018-12-01,25779.570313,25980.210938,21712.529297,23327.460938,23327.460938,81015400
2019-01-01,23058.609375,25109.619141,22638.410156,24999.669922,24999.669922,71892000
2019-02-01,25025.310547,26241.419922,24883.039063,25916.000000,25916.000000,54345400
2019-03-01,26019.669922,26155.980469,25208.000000,25928.679688,25928.679688,66377000
2019-04-01,26075.099609,26695.960938,26062.589844,26592.910156,26592.910156,58546000
2019-05-01,26639.060547,26689.390625,24809.509766,24815.039063,24815.039063,63582300
2019-06-01,24830.160156,26907.369141,24680.570313,26599.960938,26599.960938,55443900
2019-07-01,26805.859375,27398.679688,26616.210938,26864.269531,26864.269531,52074700
2019-08-01,26879.859375,27175.589844,25339.599609,26403.279297,26403.279297,61960800
2019-09-01,26198.259766,27306.730469,25978.220703,26916.830078,26916.830078,50455200
2019-10-01,26962.539063,27204.359375,25743.460938,27046.230469,27046.230469,56609600
2019-11-01,27142.949219,28174.970703,27142.949219,28051.410156,28051.410156,49251800
2019-12-01,28109.740234,28701.660156,27325.130859,28538.439453,28538.439453,50868800
2020-01-01,28638.970703,29373.619141,28169.529297,28256.029297,28256.029297,61707700
2020-02-01,28319.650391,29568.570313,24681.009766,25409.359375,25409.359375,69919900
2020-03-01,25590.509766,27102.339844,18213.650391,21917.160156,21917.160156,155211400
2020-04-01,21227.380859,24764.769531,20735.019531,24345.720703,24345.720703,98051600
